station,season,species,photodate,phototime
MBC1,Summer19,Odocoileus hemionus,2019-07-29,04:57:45
MBC1,Fall19,Odocoileus hemionus,2019-10-20,08:32:06
MBC1,Fall19,Odocoileus hemionus,2019-10-23,01:04:22
MBC1,Fall19,Odocoileus hemionus,2019-10-24,03:41:27
MBC1,Fall19,Odocoileus hemionus,2019-10-07,08:22:06
MBC1,Fall19,Odocoileus hemionus,2019-10-07,08:22:06
MBC1,Fall19,Odocoileus hemionus,2019-10-07,18:24:05
MBC1,Fall19,Odocoileus hemionus,2019-10-07,18:25:31
MBC1,Fall19,Procyon lotor,2019-10-07,20:35:07
MBC1,Fall19,Odocoileus hemionus,2019-10-20,07:59:45
MBC1,Winter20,Lynx rufus,2020-01-02,16:22:58
MBC1,Winter20,Lynx rufus,2020-01-04,20:51:56
MBC2,Summer20,Didelphis virginiana,2020-07-13,03:17:13
MBC2,Summer20,Procyon lotor,2020-07-18,04:33:03
MBC2,Summer20,Didelphis virginiana,2020-07-18,23:09:11
MBC2,Summer20,Odocoileus hemionus,2020-07-06,08:22:41
MBC2,Summer20,Procyon lotor,2020-07-06,21:45:45
MBC2,Summer20,Procyon lotor,2020-07-08,21:13:52
MGP1,Spring19,Didelphis virginiana,2019-04-08,23:42:20
MGP1,Fall19,Procyon lotor,2019-10-18,06:28:05
MPO1,Spring19,Odocoileus hemionus,2019-05-01,11:14:55
MPO1,Spring19,Odocoileus hemionus,2019-05-01,11:14:56
MPO1,Spring19,Odocoileus hemionus,2019-05-01,11:15:37
MPO1,Spring19,Odocoileus hemionus,2019-05-01,11:15:38
MPO1,Spring19,Odocoileus hemionus,2019-05-01,11:16:27
MPO1,Spring19,Odocoileus hemionus,2019-05-01,12:52:50
MPO1,Spring19,Odocoileus hemionus,2019-05-01,12:52:55
MPO1,Spring19,Odocoileus hemionus,2019-05-01,12:53:03
MPO1,Spring19,Odocoileus hemionus,2019-05-01,12:52:52
MPO1,Spring19,Odocoileus hemionus,2019-05-01,12:56:14
MPO1,Spring19,Odocoileus hemionus,2019-05-01,12:56:15
MPO1,Spring19,Odocoileus hemionus,2019-05-01,12:56:16
MPO1,Spring19,Odocoileus hemionus,2019-05-02,06:30:39
MPO1,Spring19,Odocoileus hemionus,2019-05-02,06:30:40
MPO1,Spring19,Odocoileus hemionus,2019-05-02,06:30:44
MPO1,Spring19,Odocoileus hemionus,2019-05-02,06:30:44
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:29:10
MPO1,Spring19,Odocoileus hemionus,2019-05-02,06:30:45
MPO1,Spring19,Odocoileus hemionus,2019-05-02,06:30:51
MPO1,Spring19,Odocoileus hemionus,2019-05-02,06:30:53
MPO1,Spring19,Odocoileus hemionus,2019-05-02,08:20:11
MPO1,Spring19,Odocoileus hemionus,2019-05-02,08:20:13
MPO1,Spring19,Odocoileus hemionus,2019-05-02,08:20:14
MPO1,Spring19,Odocoileus hemionus,2019-05-02,08:20:18
MPO1,Spring19,Odocoileus hemionus,2019-05-02,08:20:19
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:29:11
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:29:12
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:29:33
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:29:34
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:29:46
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:29:47
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:29:34
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:29:40
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:29:59
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:30:00
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:30:01
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:30:02
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:30:03
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:30:04
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:30:08
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:30:09
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:30:10
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:30:13
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:30:06
MPO1,Spring19,Odocoileus hemionus,2019-04-05,18:30:05
MPO1,Spring19,Odocoileus hemionus,2019-04-08,18:24:20
MPO1,Spring19,Odocoileus hemionus,2019-04-08,18:24:25
MPO1,Spring19,Odocoileus hemionus,2019-04-08,18:24:27
MPO1,Spring19,Odocoileus hemionus,2019-04-08,18:24:28
MPO1,Spring19,Odocoileus hemionus,2019-04-08,18:24:35
MPO1,Spring19,Odocoileus hemionus,2019-04-08,18:24:36
MPO1,Spring19,Odocoileus hemionus,2019-04-08,18:24:37
MPO1,Spring19,Odocoileus hemionus,2019-04-10,18:25:03
MPO1,Spring19,Odocoileus hemionus,2019-04-10,18:25:05
MPO1,Spring19,Odocoileus hemionus,2019-04-16,17:59:53
MPO1,Spring19,Didelphis virginiana,2019-04-17,20:51:09
MPO1,Spring19,Didelphis virginiana,2019-04-17,20:51:10
MPO1,Spring19,Didelphis virginiana,2019-04-17,20:51:11
MPO1,Spring19,Didelphis virginiana,2019-04-17,20:52:46
MPO1,Spring19,Didelphis virginiana,2019-04-17,20:52:46
MPO1,Spring19,Didelphis virginiana,2019-04-17,20:52:47
MPO1,Spring19,Didelphis virginiana,2019-04-21,02:54:20
MPO1,Spring19,Didelphis virginiana,2019-04-21,02:54:21
MPO1,Spring19,Didelphis virginiana,2019-04-21,02:54:22
MPO1,Spring19,Odocoileus hemionus,2019-04-21,10:52:11
MPO1,Spring19,Odocoileus hemionus,2019-04-21,10:52:12
MPO1,Spring19,Odocoileus hemionus,2019-04-21,10:52:13
MPO1,Spring19,Odocoileus hemionus,2019-04-22,06:37:43
MPO1,Spring19,Odocoileus hemionus,2019-04-22,06:37:45
MPO1,Spring19,Odocoileus hemionus,2019-04-22,06:37:46
MPO1,Spring19,Odocoileus hemionus,2019-04-22,06:37:54
MPO1,Spring19,Odocoileus hemionus,2019-04-22,06:37:55
MPO1,Spring19,Odocoileus hemionus,2019-04-22,06:37:55
MPO1,Spring19,Odocoileus hemionus,2019-04-28,05:47:31
MPO1,Spring19,Odocoileus hemionus,2019-04-28,05:47:34
MPO1,Spring19,Odocoileus hemionus,2019-04-28,05:47:30
MPO1,Spring19,Odocoileus hemionus,2019-04-28,05:47:39
MPO1,Spring19,Odocoileus hemionus,2019-04-28,05:47:50
MPO1,Spring19,Odocoileus hemionus,2019-04-28,05:47:51
MPO1,Spring19,Odocoileus hemionus,2019-04-28,05:47:56
MPO1,Spring19,Odocoileus hemionus,2019-04-28,05:47:58
MPO1,Spring19,Odocoileus hemionus,2019-04-28,05:48:10
MPO1,Spring19,Odocoileus hemionus,2019-04-28,05:48:11
MPO1,Spring19,Odocoileus hemionus,2019-04-28,05:48:27
MPO1,Spring19,Odocoileus hemionus,2019-04-28,05:48:28
MPO1,Spring19,Odocoileus hemionus,2019-04-30,14:25:55
MPO1,Spring19,Odocoileus hemionus,2019-05-01,11:14:53
MPO1,Summer19,Odocoileus hemionus,2019-07-14,08:13:25
MPO1,Summer19,Odocoileus hemionus,2019-07-14,08:13:25
MPO1,Summer19,Canis latrans,2019-07-16,21:05:11
MPO1,Summer19,Canis latrans,2019-07-16,21:34:24
MPO1,Summer19,Odocoileus hemionus,2019-07-17,06:35:34
MPO1,Summer19,Odocoileus hemionus,2019-07-17,09:09:08
MPO1,Summer19,Canis latrans,2019-07-18,11:32:21
MPO1,Summer19,Canis latrans,2019-07-18,22:01:59
MPO1,Summer19,Canis latrans,2019-07-19,02:57:04
MPO1,Summer19,Canis latrans,2019-07-20,04:24:42
MPO1,Summer19,Odocoileus hemionus,2019-06-28,09:50:14
MPO1,Summer19,Canis latrans,2019-07-21,00:08:17
MPO1,Summer19,Canis latrans,2019-07-21,03:46:07
MPO1,Summer19,Odocoileus hemionus,2019-06-28,09:51:36
MPO1,Summer19,Odocoileus hemionus,2019-06-28,09:51:36
MPO1,Summer19,Odocoileus hemionus,2019-07-02,16:08:32
MPO1,Summer19,Canis latrans,2019-07-03,04:25:18
MPO1,Summer19,Odocoileus hemionus,2019-07-03,06:53:35
MPO1,Summer19,Odocoileus hemionus,2019-07-03,06:53:35
MPO1,Summer19,Canis latrans,2019-07-03,09:48:03
MPO1,Summer19,Canis latrans,2019-07-04,09:36:15
MPO1,Summer19,Canis latrans,2019-07-10,06:15:54
MPO1,Fall19,Odocoileus hemionus,2019-10-20,07:01:11
MPO1,Fall19,Odocoileus hemionus,2019-10-21,04:00:07
MPO1,Fall19,Odocoileus hemionus,2019-10-29,09:16:48
MPO1,Fall19,Odocoileus hemionus,2019-10-29,09:39:49
MPO1,Fall19,Didelphis virginiana,2019-10-29,20:57:44
MPO1,Fall19,Odocoileus hemionus,2019-10-30,11:40:25
MPO1,Fall19,Didelphis virginiana,2019-10-11,06:21:15
MPO1,Fall19,Didelphis virginiana,2019-10-16,05:17:21
MPO1,Fall19,Didelphis virginiana,2019-10-16,05:19:54
MPO1,Winter20,Didelphis virginiana,2020-01-19,00:23:32
MPO1,Winter20,Didelphis virginiana,2020-01-20,23:48:18
MPO1,Winter20,Canis latrans,2020-01-22,01:39:29
MPO1,Winter20,Didelphis virginiana,2020-01-24,23:29:26
MPO1,Winter20,Odocoileus hemionus,2020-02-01,10:28:13
MPO1,Winter20,Odocoileus hemionus,2020-01-02,22:05:00
MPO1,Winter20,Didelphis virginiana,2020-01-05,03:06:23
MPO1,Winter20,Didelphis virginiana,2020-01-06,20:51:53
MPO1,Winter20,Didelphis virginiana,2020-01-06,22:13:58
MPO1,Winter20,Canis latrans,2020-01-10,00:59:03
MPO1,Winter20,Odocoileus hemionus,2020-01-15,06:48:07
MPO1,Summer20,Canis latrans,2020-06-29,01:15:39
MPO1,Summer20,Canis latrans,2020-06-29,10:14:14
MPO1,Summer20,Canis latrans,2020-07-02,08:49:53
MPO1,Summer20,Canis latrans,2020-07-02,08:51:08
MPO1,Summer20,Canis latrans,2020-07-03,02:15:53
MPO1,Summer20,Canis latrans,2020-07-16,07:48:51
MPO1,Summer20,Odocoileus hemionus,2020-08-01,23:50:20
MPO1,Fall20,Odocoileus hemionus,2020-10-23,10:12:56
MPO1,Fall20,Odocoileus hemionus,2020-10-27,07:57:42
MPO1,Fall20,Odocoileus hemionus,2020-11-05,17:32:16
MPO1,Fall20,Odocoileus hemionus,2020-11-05,17:34:03
MPO1,Fall20,Odocoileus hemionus,2020-11-05,17:50:00
MPO1,Fall20,Odocoileus hemionus,2020-11-05,17:52:20
MPO1,Fall20,Odocoileus hemionus,2020-11-05,17:53:33
MPO1,Fall20,Odocoileus hemionus,2020-11-05,21:39:04
MPO1,Fall20,Odocoileus hemionus,2020-11-05,21:43:07
MPO1,Fall20,Odocoileus hemionus,2020-11-05,21:44:42
MPO1,Fall20,Odocoileus hemionus,2020-10-13,12:38:01
MPO1,Fall20,Odocoileus hemionus,2020-10-13,18:56:05
MPO1,Fall20,Odocoileus hemionus,2020-10-13,19:05:10
MPO1,Fall20,Odocoileus hemionus,2020-10-20,20:55:39
MSR1,Spring19,Procyon lotor,2019-04-04,21:02:42
MSR1,Spring19,Procyon lotor,2019-04-04,21:02:43
MSR1,Spring19,Procyon lotor,2019-04-04,21:02:59
MSR1,Spring19,Procyon lotor,2019-04-04,21:03:00
MSR1,Spring19,Procyon lotor,2019-04-04,21:03:01
MSR1,Spring19,Procyon lotor,2019-04-04,21:03:02
MSR1,Spring19,Procyon lotor,2019-04-04,21:08:26
MSR1,Spring19,Procyon lotor,2019-04-04,21:08:27
MSR1,Spring19,Procyon lotor,2019-04-04,21:08:28
MSR1,Spring19,Procyon lotor,2019-04-04,21:08:29
MSR1,Spring19,Procyon lotor,2019-04-07,06:19:37
MSR1,Spring19,Procyon lotor,2019-04-07,06:19:38
MSR1,Spring19,Procyon lotor,2019-04-07,06:19:38
MSR1,Spring19,Procyon lotor,2019-04-07,06:19:42
MSR1,Spring19,Procyon lotor,2019-04-07,06:19:42
MSR1,Spring19,Procyon lotor,2019-04-07,06:19:43
MSR1,Spring19,Procyon lotor,2019-03-30,22:14:29
MSR1,Spring19,Procyon lotor,2019-03-30,22:14:41
MSR1,Spring19,Procyon lotor,2019-03-30,22:14:41
MSR1,Spring19,Procyon lotor,2019-03-30,22:14:42
MSR1,Spring19,Procyon lotor,2019-04-15,02:33:27
MSR1,Spring19,Procyon lotor,2019-04-15,02:33:28
MSR1,Spring19,Procyon lotor,2019-04-15,02:33:28
MSR1,Spring19,Procyon lotor,2019-03-30,22:15:01
MSR1,Spring19,Procyon lotor,2019-04-15,02:33:29
MSR1,Spring19,Procyon lotor,2019-04-15,02:33:30
MSR1,Spring19,Procyon lotor,2019-04-15,02:33:31
MSR1,Spring19,Procyon lotor,2019-04-15,02:35:27
MSR1,Spring19,Procyon lotor,2019-04-15,02:35:27
MSR1,Spring19,Procyon lotor,2019-04-15,02:35:28
MSR1,Spring19,Procyon lotor,2019-04-15,02:35:29
MSR1,Spring19,Procyon lotor,2019-04-15,02:35:30
MSR1,Spring19,Procyon lotor,2019-04-15,02:35:31
MSR1,Spring19,Procyon lotor,2019-03-30,22:14:30
MSR1,Spring19,Procyon lotor,2019-03-30,22:14:30
MSR1,Spring19,Procyon lotor,2019-04-01,20:53:27
MSR1,Spring19,Procyon lotor,2019-04-01,20:53:28
MSR1,Spring19,Procyon lotor,2019-04-01,20:53:28
MSR1,Spring19,Procyon lotor,2019-04-01,20:53:29
MSR1,Spring19,Procyon lotor,2019-04-01,20:53:30
MSR1,Spring19,Procyon lotor,2019-04-01,20:53:31
MSR1,Spring19,Procyon lotor,2019-04-01,20:53:32
MSR1,Spring19,Procyon lotor,2019-04-01,20:53:33
MSR1,Spring19,Procyon lotor,2019-04-01,20:53:34
MSR1,Spring19,Procyon lotor,2019-04-04,21:02:40
MSR1,Summer19,Procyon lotor,2019-07-27,01:05:46
MSR1,Summer19,Procyon lotor,2019-07-27,01:05:47
MSR1,Summer19,Procyon lotor,2019-07-01,21:38:12
MSR1,Summer19,Procyon lotor,2019-07-01,21:38:12
MSR1,Summer19,Procyon lotor,2019-07-01,21:38:13
MSR1,Summer19,Procyon lotor,2019-07-01,23:47:07
MSR1,Summer19,Procyon lotor,2019-07-01,23:47:08
MSR1,Summer19,Procyon lotor,2019-07-01,23:47:08
MSR1,Fall19,Procyon lotor,2019-09-27,20:33:58
MSR1,Fall19,Procyon lotor,2019-09-27,20:33:59
MSR1,Fall19,Procyon lotor,2019-09-27,20:34:00
MSR1,Fall19,Procyon lotor,2019-09-27,20:34:01
MSR1,Fall19,Procyon lotor,2019-09-27,20:34:02
MSR1,Fall19,Procyon lotor,2019-09-27,20:34:03
MSR1,Winter20,Procyon lotor,2020-01-10,18:14:17
MSR1,Winter20,Procyon lotor,2020-01-03,20:35:13
MSR1,Winter20,Procyon lotor,2020-01-15,18:44:27
MSR1,Winter20,Procyon lotor,2020-01-27,03:12:57
MSR1,Winter20,Procyon lotor,2020-01-27,03:17:53
MSR1,Winter20,Procyon lotor,2020-01-27,03:40:51
MSR1,Spring20,Procyon lotor,2020-04-22,02:52:31
MSR1,Spring20,Procyon lotor,2020-04-22,05:07:16
MSR1,Summer20,Procyon lotor,2020-07-06,23:04:57
MSR1,Summer20,Procyon lotor,2020-07-08,01:24:35
MSR1,Summer20,Didelphis virginiana,2020-07-11,21:29:39
MSR1,Summer20,Procyon lotor,2020-07-17,02:07:23
MSR1,Summer20,Procyon lotor,2020-07-28,03:37:14
MSR1,Summer20,Procyon lotor,2020-07-29,02:43:02
MSR1,Fall20,Procyon lotor,2020-10-20,04:08:50
MSR1,Fall20,Procyon lotor,2020-10-25,05:08:50
MWP1,Spring19,Didelphis virginiana,2019-04-12,23:00:50
MWP1,Spring19,Didelphis virginiana,2019-04-12,23:38:14
MWP2,Summer19,Canis latrans,2019-07-17,09:55:54
MWP2,Summer19,Canis latrans,2019-07-17,17:06:33
MWP2,Summer19,Canis latrans,2019-07-18,17:24:16
MWP2,Summer19,Procyon lotor,2019-07-27,15:08:55
MWP2,Summer19,Procyon lotor,2019-07-27,15:19:06
MWP2,Summer19,Procyon lotor,2019-07-27,15:21:23
MWP2,Summer19,Procyon lotor,2019-07-27,15:30:41
MWP2,Fall19,Procyon lotor,2019-10-28,02:03:32
MWP2,Fall19,Procyon lotor,2019-10-28,02:06:15
MWP2,Fall19,Procyon lotor,2019-10-28,02:07:34
MWP2,Fall19,Procyon lotor,2019-10-29,02:12:22
MWP2,Fall19,Canis latrans,2019-10-11,01:52:02
MWP2,Fall19,Procyon lotor,2019-10-16,03:19:30
MWP2,Winter20,Procyon lotor,2020-01-23,01:00:13
MWP2,Winter20,Procyon lotor,2020-01-25,17:58:07
MWP2,Summer20,Procyon lotor,2020-07-08,02:46:38
MWP2,Summer20,Procyon lotor,2020-07-08,03:29:17
MWP2,Summer20,Procyon lotor,2020-07-08,03:54:00
MWP2,Summer20,Procyon lotor,2020-07-08,03:57:18
MWP2,Summer20,Procyon lotor,2020-07-08,03:58:56
MWP2,Summer20,Procyon lotor,2020-07-13,06:18:23
MWP2,Summer20,Procyon lotor,2020-07-14,00:00:45
MWP2,Summer20,Procyon lotor,2020-07-17,22:39:08
MWP2,Summer20,Procyon lotor,2020-07-19,02:33:49
MWP2,Summer20,Procyon lotor,2020-07-21,02:53:52
MWP2,Summer20,Procyon lotor,2020-07-26,03:24:02
MWP2,Summer20,Procyon lotor,2020-07-26,04:56:11
MWP2,Summer20,Procyon lotor,2020-07-26,04:58:18
MWP2,Summer20,Procyon lotor,2020-07-27,23:10:27
MWP2,Summer20,Procyon lotor,2020-07-31,04:40:58
MWP2,Summer20,Procyon lotor,2020-07-31,05:13:30
MWP2,Summer20,Procyon lotor,2020-07-31,05:16:19
MWP2,Fall20,Procyon lotor,2020-09-30,04:25:54
MWP2,Fall20,Procyon lotor,2020-09-30,05:51:07
MWP2,Fall20,Procyon lotor,2020-10-07,22:30:30
MWP2,Fall20,Procyon lotor,2020-10-08,00:05:56
MWP2,Fall20,Procyon lotor,2020-10-08,00:37:45
MWP2,Fall20,Procyon lotor,2020-10-09,03:51:36
MWP2,Fall20,Procyon lotor,2020-10-09,04:29:37
MWP2,Fall20,Procyon lotor,2020-10-10,23:37:18
MWP2,Fall20,Procyon lotor,2020-10-10,23:43:43
MWP2,Fall20,Procyon lotor,2020-10-11,06:18:09
MWP2,Fall20,Procyon lotor,2020-10-11,06:20:16
MWP2,Fall20,Procyon lotor,2020-10-12,03:07:08
MWP2,Fall20,Canis latrans,2020-10-14,20:01:16
MWP2,Fall20,Canis latrans,2020-10-14,20:59:53
MWP2,Fall20,Canis latrans,2020-10-03,14:43:22
MWP2,Fall20,Canis latrans,2020-10-03,20:22:45
MWP2,Fall20,Procyon lotor,2020-10-03,20:25:58
MWP2,Fall20,Procyon lotor,2020-10-23,01:31:22
MWP2,Fall20,Canis latrans,2020-10-26,04:18:30
MWP2,Fall20,Procyon lotor,2020-10-27,22:05:30
MWP2,Fall20,Procyon lotor,2020-10-27,22:07:39
MWP2,Fall20,Procyon lotor,2020-10-28,20:56:00
MWP2,Fall20,Procyon lotor,2020-10-30,00:29:10
MWP2,Fall20,Didelphis virginiana,2020-10-04,21:22:10
MWP2,Fall20,Procyon lotor,2020-10-04,22:55:23
MWP2,Fall20,Didelphis virginiana,2020-10-05,23:41:13
NRP1,Spring19,Didelphis virginiana,2019-04-16,03:57:06
NRP1,Spring19,Didelphis virginiana,2019-04-17,01:27:19
NRP1,Spring19,Didelphis virginiana,2019-04-21,03:14:25
NRP1,Spring19,Procyon lotor,2019-04-30,01:29:36
NRP1,Fall19,Didelphis virginiana,2019-10-10,18:59:49
NRP1,Fall19,Procyon lotor,2019-10-11,01:04:21
NRP1,Fall19,Procyon lotor,2019-10-14,00:39:49
NRP1,Fall19,Didelphis virginiana,2019-10-15,01:57:39
NRP1,Fall19,Procyon lotor,2019-10-21,06:07:20
NRP1,Fall19,Didelphis virginiana,2019-10-24,20:35:03
NRP1,Fall19,Procyon lotor,2019-10-24,23:55:20
NRP1,Fall19,Didelphis virginiana,2019-10-25,21:57:49
NRP1,Fall19,Lynx rufus,2019-10-04,00:35:59
NRP1,Fall19,Didelphis virginiana,2019-10-31,19:40:31
NRP1,Fall19,Canis latrans,2019-10-04,14:33:16
NRP1,Fall19,Procyon lotor,2019-10-04,21:04:25
NRP1,Fall19,Procyon lotor,2019-10-05,06:57:15
NRP1,Fall19,Didelphis virginiana,2019-10-05,19:54:29
NRP1,Winter20,Canis latrans,2020-01-03,08:39:10
NRP1,Winter20,Procyon lotor,2020-01-20,01:20:26
NRP1,Winter20,Procyon lotor,2020-01-21,07:48:12
NRP1,Winter20,Procyon lotor,2020-01-22,04:50:58
NRP1,Winter20,Lynx rufus,2020-01-03,11:44:19
NRP1,Winter20,Procyon lotor,2020-01-22,04:52:38
NRP1,Winter20,Procyon lotor,2020-01-25,01:21:49
NRP1,Winter20,Procyon lotor,2020-01-25,06:46:56
NRP1,Winter20,Procyon lotor,2020-01-26,10:36:39
NRP1,Winter20,Procyon lotor,2020-01-28,10:27:44
NRP1,Winter20,Canis latrans,2020-01-31,02:16:54
NRP1,Winter20,Procyon lotor,2020-01-31,07:22:34
NRP1,Winter20,Procyon lotor,2020-01-08,06:30:26
NRP1,Spring20,Procyon lotor,2020-04-13,22:58:18
NRP1,Spring20,Procyon lotor,2020-04-02,02:37:10
NRP1,Spring20,Lynx rufus,2020-04-17,08:40:22
NRP1,Spring20,Procyon lotor,2020-04-02,02:38:24
NRP1,Spring20,Procyon lotor,2020-04-02,03:28:11
NRP1,Spring20,Procyon lotor,2020-04-02,11:39:53
NRP1,Spring20,Procyon lotor,2020-03-31,05:48:11
NRP1,Summer20,Procyon lotor,2020-07-31,03:09:26
NRP1,Summer20,Procyon lotor,2020-07-19,06:57:14
NRP1,Summer20,Canis latrans,2020-07-23,02:20:50
NRP1,Fall20,Procyon lotor,2020-10-11,01:02:11
NRP1,Fall20,Canis latrans,2020-10-23,07:14:12
NRP1,Fall20,Procyon lotor,2020-10-23,22:58:01
NRP1,Fall20,Procyon lotor,2020-10-28,05:22:54
NRP1,Fall20,Procyon lotor,2020-10-02,23:42:23
NRP1,Fall20,Canis latrans,2020-10-04,21:41:31
NRP1,Fall20,Canis latrans,2020-10-04,21:45:46
NRP1,Fall20,Canis latrans,2020-10-04,21:48:17
NRP1,Fall20,Canis latrans,2020-10-04,21:57:10
PGP2,Fall19,Procyon lotor,2019-10-12,01:36:59
PGP2,Fall19,Procyon lotor,2019-10-13,01:23:05
PGP2,Fall19,Procyon lotor,2019-10-13,20:51:43
PGP2,Fall19,Procyon lotor,2019-10-15,20:18:54
PGP2,Fall19,Procyon lotor,2019-10-16,00:40:27
PGP2,Fall19,Procyon lotor,2019-10-16,02:33:37
PGP2,Fall19,Procyon lotor,2019-10-25,01:40:05
PGP2,Fall19,Procyon lotor,2019-10-26,20:13:59
PGP2,Fall19,Procyon lotor,2019-10-04,00:56:57
PGP2,Fall19,Procyon lotor,2019-10-06,18:59:33
PGP2,Fall19,Procyon lotor,2019-10-06,23:50:03
PGP2,Fall19,Procyon lotor,2019-10-07,02:13:06
PGP2,Fall19,Procyon lotor,2019-10-08,01:28:58
PGP2,Fall19,Procyon lotor,2019-10-09,19:48:48
PGP2,Fall19,Procyon lotor,2019-10-09,19:49:59
PGP2,Winter20,Procyon lotor,2020-01-04,22:40:29
PGP2,Winter20,Procyon lotor,2020-01-08,23:43:31
PGP2,Winter20,Procyon lotor,2020-01-09,00:12:20
PGP2,Winter20,Procyon lotor,2020-01-10,05:26:53
PGP2,Winter20,Procyon lotor,2020-01-16,21:22:46
PGP2,Winter20,Procyon lotor,2020-01-19,04:50:57
PGP2,Winter20,Procyon lotor,2020-01-20,20:37:07
PGP2,Winter20,Procyon lotor,2020-01-25,19:38:14
PGP2,Summer20,Procyon lotor,2020-07-01,20:44:29
PGP2,Summer20,Procyon lotor,2020-07-01,21:25:25
PGP2,Summer20,Procyon lotor,2020-07-01,23:49:45
PGP2,Summer20,Procyon lotor,2020-07-04,23:29:24
PGP2,Summer20,Procyon lotor,2020-07-05,13:38:42
PGP2,Summer20,Procyon lotor,2020-07-05,15:42:00
PGP2,Summer20,Procyon lotor,2020-07-07,13:36:18
PGP2,Summer20,Procyon lotor,2020-07-13,00:24:53
PGP2,Summer20,Procyon lotor,2020-07-14,23:55:17
PGP2,Summer20,Procyon lotor,2020-07-24,04:54:02
PGP2,Summer20,Procyon lotor,2020-06-30,15:39:54
PGP2,Summer20,Procyon lotor,2020-06-30,21:08:06
PGP2,Summer20,Procyon lotor,2020-06-30,22:29:02
PGP2,Summer20,Procyon lotor,2020-07-01,20:06:50
PHN1,Fall19,Procyon lotor,2019-10-01,04:35:06
PHN1,Fall19,Procyon lotor,2019-10-01,05:36:47
PHN1,Fall19,Procyon lotor,2019-10-15,04:20:23
PHN1,Winter20,Procyon lotor,2020-01-15,02:26:09
PHN1,Winter20,Procyon lotor,2020-01-18,07:34:00
PHN1,Winter20,Procyon lotor,2020-01-23,02:31:14
PHN1,Winter20,Procyon lotor,2020-01-04,06:35:21
PHN1,Winter20,Procyon lotor,2020-01-10,03:36:02
PHN1,Summer20,Canis latrans,2020-07-02,01:05:57
PHN1,Summer20,Canis latrans,2020-07-03,23:51:16
PHN1,Summer20,Procyon lotor,2020-07-01,03:25:22
PHN1,Summer20,Canis latrans,2020-07-12,01:54:31
PHN1,Summer20,Canis latrans,2020-07-12,01:56:24
PHN1,Summer20,Canis latrans,2020-07-16,03:08:00
PHN1,Summer20,Canis latrans,2020-07-07,23:31:32
PHN1,Summer20,Procyon lotor,2020-07-19,23:49:08
PHN1,Summer20,Canis latrans,2020-07-22,03:59:48
PHN1,Summer20,Canis latrans,2020-07-25,23:46:27
PHN1,Summer20,Procyon lotor,2020-07-09,00:09:04
PHN1,Summer20,Canis latrans,2020-07-10,04:37:20
PHY1,Summer19,Canis latrans,2019-06-30,03:22:58
PHY1,Summer19,Procyon lotor,2019-07-07,00:31:32
PHY1,Summer19,Canis latrans,2019-07-11,06:37:23
PHY1,Summer19,Canis latrans,2019-07-11,20:08:57
PHY1,Summer19,Canis latrans,2019-07-11,20:13:39
PHY1,Fall20,Canis latrans,2020-10-01,04:51:55
PHY1,Fall20,Procyon lotor,2020-10-13,21:56:10
PHY1,Fall20,Procyon lotor,2020-10-14,18:46:35
PHY1,Fall20,Procyon lotor,2020-10-14,19:03:42
PHY1,Fall20,Procyon lotor,2020-10-14,23:23:48
PHY1,Fall20,Procyon lotor,2020-10-15,19:00:30
PHY1,Fall20,Procyon lotor,2020-10-18,00:13:39
PHY1,Fall20,Procyon lotor,2020-10-18,00:37:18
PHY1,Fall20,Canis latrans,2020-10-22,19:58:33
PHY1,Fall20,Canis latrans,2020-10-22,19:59:49
PHY1,Fall20,Canis latrans,2020-10-24,20:28:14
PHY1,Fall20,Procyon lotor,2020-10-26,18:56:35
PHY1,Fall20,Procyon lotor,2020-10-26,18:58:20
PHY1,Fall20,Procyon lotor,2020-10-28,03:10:16
PHY1,Fall20,Canis latrans,2020-10-29,11:42:06
PHY1,Fall20,Canis latrans,2020-10-29,11:52:58
PHY1,Fall20,Procyon lotor,2020-10-31,03:29:23
PHY1,Fall20,Procyon lotor,2020-10-31,22:48:18
PHY1,Fall20,Procyon lotor,2020-10-06,18:53:00
PHY1,Fall20,Procyon lotor,2020-10-06,18:54:36
PHY1,Fall20,Procyon lotor,2020-10-07,01:20:46
PHY1,Fall20,Canis latrans,2020-10-07,21:38:30
